STATEFP,STATE,NAME,name_origin
30,Montana,Big Horn,other origin
30,Montana,Blaine,other origin
30,Montana,Broadwater,other origin
30,Montana,Carbon,other origin
30,Montana,Carter,other origin
30,Montana,Cascade,other origin
30,Montana,Chouteau,other origin
30,Montana,Custer,other origin
30,Montana,Daniels,other origin
30,Montana,Dawson,other origin
30,Montana,Deer Lodge,other origin
30,Montana,Fallon,other origin
30,Montana,Fergus,other origin
30,Montana,Flathead,other origin
30,Montana,Gallatin,other origin
30,Montana,Garfield,other origin
30,Montana,Glacier,other origin
30,Montana,Golden Valley,other origin
30,Montana,Granite,other origin
30,Montana,Hill,other origin
30,Montana,Jefferson,other origin
30,Montana,Judith Basin,other origin
30,Montana,Lake,other origin
30,Montana,Lewis and Clark,other origin
30,Montana,Liberty,other origin
30,Montana,Lincoln,other origin
30,Montana,Madison,other origin
30,Montana,McCone,other origin
30,Montana,Meagher,other origin
30,Montana,Mineral,other origin
30,Montana,Missoula,Native American origin
30,Montana,Musselshell,other origin
30,Montana,Park,other origin
30,Montana,Petroleum,other origin
30,Montana,Phillips,other origin
30,Montana,Pondera,other origin
30,Montana,Powder River,other origin
30,Montana,Powell,other origin
30,Montana,Prairie,other origin
30,Montana,Ravalli,other origin
30,Montana,Richland,other origin
30,Montana,Roosevelt,other origin
30,Montana,Rosebud,other origin
30,Montana,Sanders,other origin
30,Montana,Sheridan,other origin
30,Montana,Silver Bow,other origin
30,Montana,Stillwater,other origin
30,Montana,Sweet Grass,other origin
30,Montana,Teton,other origin
30,Montana,Toole,other origin
30,Montana,Treasure,other origin
30,Montana,Valley,other origin
30,Montana,Wheatland,other origin
30,Montana,Wibaux,other origin
30,Montana,Yellowstone,other origin
31,Nebraska,Adams,other origin
31,Nebraska,Antelope,other origin
31,Nebraska,Arthur,other origin
31,Nebraska,Banner,other origin
31,Nebraska,Blaine,other origin
31,Nebraska,Boone,other origin
31,Nebraska,Box Butte,other origin
31,Nebraska,Boyd,other origin
31,Nebraska,Brown,other origin
31,Nebraska,Buffalo,other origin
31,Nebraska,Burt,other origin
31,Nebraska,Butler,other origin
31,Nebraska,Cass,other origin
31,Nebraska,Cedar,other origin
31,Nebraska,Chase,other origin
31,Nebraska,Cherry,other origin
31,Nebraska,Cheyenne,Native American origin
31,Nebraska,Clay,other origin
31,Nebraska,Colfax,other origin
31,Nebraska,Cuming,other origin
31,Nebraska,Custer,other origin
31,Nebraska,Dakota,Native American origin
31,Nebraska,Dawes,other origin
31,Nebraska,Dawson,other origin
31,Nebraska,Deuel,other origin
31,Nebraska,Dixon,other origin
31,Nebraska,Dodge,other origin
31,Nebraska,Douglas,other origin
31,Nebraska,Dundy,other origin
31,Nebraska,Fillmore,other origin
31,Nebraska,Franklin,other origin
31,Nebraska,Frontier,other origin
31,Nebraska,Furnas,other origin
31,Nebraska,Gage,other origin
31,Nebraska,Garden,other origin
31,Nebraska,Garfield,other origin
31,Nebraska,Gosper,other origin
31,Nebraska,Grant,other origin
31,Nebraska,Greeley,other origin
31,Nebraska,Hall,other origin
31,Nebraska,Hamilton,other origin
31,Nebraska,Harlan,other origin
31,Nebraska,Hayes,other origin
31,Nebraska,Hitchcock,other origin
31,Nebraska,Holt,other origin
31,Nebraska,Hooker,other origin
31,Nebraska,Howard,other origin
31,Nebraska,Jefferson,other origin
31,Nebraska,Johnson,other origin
31,Nebraska,Kearney,other origin
31,Nebraska,Keith,other origin
31,Nebraska,Keya Paha,Native American origin
31,Nebraska,Kimball,other origin
31,Nebraska,Knox,other origin
31,Nebraska,Lancaster,other origin
31,Nebraska,Lincoln,other origin
31,Nebraska,Logan,other origin
31,Nebraska,Loup,other origin
31,Nebraska,Madison,other origin
31,Nebraska,McPherson,other origin
31,Nebraska,Merrick,other origin
31,Nebraska,Morrill,other origin
31,Nebraska,Nance,other origin
31,Nebraska,Nemaha,Native American origin
31,Nebraska,Nuckolls,other origin
31,Nebraska,Otoe,Native American origin
31,Nebraska,Pawnee,Native American origin
31,Nebraska,Perkins,other origin
31,Nebraska,Phelps,other origin
31,Nebraska,Pierce,other origin
31,Nebraska,Platte,other origin
31,Nebraska,Polk,other origin
31,Nebraska,Red Willow,other origin
31,Nebraska,Richardson,other origin
31,Nebraska,Rock,other origin
31,Nebraska,Saline,other origin
31,Nebraska,Sarpy,other origin
31,Nebraska,Saunders,other origin
31,Nebraska,Scotts Bluff,other origin
31,Nebraska,Seward,other origin
31,Nebraska,Sheridan,other origin
31,Nebraska,Sherman,other origin
31,Nebraska,Sioux,Native American origin
31,Nebraska,Stanton,other origin
31,Nebraska,Thayer,other origin
31,Nebraska,Thomas,other origin
31,Nebraska,Thurston,other origin
31,Nebraska,Valley,other origin
31,Nebraska,Washington,other origin
31,Nebraska,Wayne,other origin
31,Nebraska,Webster,other origin
31,Nebraska,Wheeler,other origin
31,Nebraska,York,other origin
32,Nevada,Carson City,other origin
32,Nevada,Churchill,other origin
32,Nevada,Clark,other origin
32,Nevada,Douglas,other origin
32,Nevada,Elko,Native American origin
32,Nevada,Esmeralda,other origin
32,Nevada,Eureka,other origin
32,Nevada,Humboldt,other origin
32,Nevada,Lander,other origin
32,Nevada,Lincoln,other origin
32,Nevada,Lyon,other origin
32,Nevada,Mineral,other origin
32,Nevada,Nye,other origin
32,Nevada,Pershing,other origin
32,Nevada,Storey,other origin
32,Nevada,Washoe,Native American origin
32,Nevada,White Pine,other origin
33,New Hampshire,Belknap,other origin
33,New Hampshire,Carroll,other origin
33,New Hampshire,Cheshire,other origin
33,New Hampshire,Coos,Native American origin
33,New Hampshire,Grafton,other origin
33,New Hampshire,Hillsborough,other origin
33,New Hampshire,Merrimack,Native American origin
33,New Hampshire,Rockingham,other origin
33,New Hampshire,Strafford,other origin
33,New Hampshire,Sullivan,other origin
34,New Jersey,Atlantic,other origin
34,New Jersey,Bergen,other origin
34,New Jersey,Burlington,other origin
34,New Jersey,Camden,other origin
34,New Jersey,Cape May,other origin
34,New Jersey,Cumberland,other origin
34,New Jersey,Essex,other origin
34,New Jersey,Gloucester,other origin
34,New Jersey,Hudson,other origin
34,New Jersey,Hunterdon,other origin
34,New Jersey,Mercer,other origin
34,New Jersey,Middlesex,other origin
34,New Jersey,Monmouth,other origin
34,New Jersey,Morris,other origin
34,New Jersey,Ocean,other origin
34,New Jersey,Passaic,Native American origin
34,New Jersey,Salem,other origin
34,New Jersey,Somerset,other origin
34,New Jersey,Sussex,other origin
34,New Jersey,Union,other origin
34,New Jersey,Warren,other origin
35,New Mexico,Bernalillo,other origin
35,New Mexico,Catron,other origin
35,New Mexico,Chaves,other origin
35,New Mexico,Cibola,other origin
35,New Mexico,Colfax,other origin
35,New Mexico,Curry,other origin
35,New Mexico,De Baca,other origin
35,New Mexico,Doña Ana,other origin
35,New Mexico,Eddy,other origin
35,New Mexico,Grant,other origin
35,New Mexico,Guadalupe,other origin
35,New Mexico,Harding,other origin
35,New Mexico,Hidalgo,other origin
35,New Mexico,Lea,other origin
35,New Mexico,Lincoln,other origin
35,New Mexico,Los Alamos,other origin
35,New Mexico,Luna,other origin
35,New Mexico,McKinley,other origin
35,New Mexico,Mora,other origin
35,New Mexico,Otero,other origin
35,New Mexico,Quay,other origin
35,New Mexico,Rio Arriba,other origin
35,New Mexico,Roosevelt,other origin
35,New Mexico,San Juan,other origin
35,New Mexico,San Miguel,other origin
35,New Mexico,Sandoval,other origin
35,New Mexico,Santa Fe,other origin
35,New Mexico,Sierra,other origin
35,New Mexico,Socorro,other origin
35,New Mexico,Taos,Native American origin
35,New Mexico,Torrance,other origin
35,New Mexico,Union,other origin
35,New Mexico,Valencia,other origin
36,New York,Albany,other origin
36,New York,Allegany,Native American origin
36,New York,Bronx,other origin
36,New York,Broome,other origin
36,New York,Cattaraugus,Native American origin
36,New York,Cayuga,Native American origin
36,New York,Chautauqua,Native American origin
36,New York,Chemung,Native American origin
36,New York,Chenango,Native American origin
36,New York,Clinton,other origin
36,New York,Columbia,other origin
36,New York,Cortland,other origin
36,New York,Delaware,other origin
36,New York,Dutchess,other origin
36,New York,Erie,Native American origin
36,New York,Essex,other origin
36,New York,Franklin,other origin
36,New York,Fulton,other origin
36,New York,Genesee,Native American origin
36,New York,Greene,other origin
36,New York,Hamilton,other origin
36,New York,Herkimer,other origin
36,New York,Jefferson,other origin
36,New York,Kings,other origin
36,New York,Lewis,other origin
36,New York,Livingston,other origin
36,New York,Madison,other origin
36,New York,Monroe,other origin
36,New York,Montgomery,other origin
36,New York,Nassau,other origin
36,New York,New York,other origin
36,New York,Niagara,Native American origin
36,New York,Oneida,Native American origin
36,New York,Onondaga,Native American origin
36,New York,Ontario,Native American origin
36,New York,Orange,other origin
36,New York,Orleans,other origin
36,New York,Oswego,Native American origin
36,New York,Otsego,Native American origin
36,New York,Putnam,other origin
36,New York,Queens,other origin
36,New York,Rensselaer,other origin
36,New York,Richmond,other origin
36,New York,Rockland,other origin
36,New York,Saratoga,Native American origin
36,New York,Schenectady,Native American origin
36,New York,Schoharie,Native American origin
36,New York,Schuyler,other origin
36,New York,Seneca,Native American origin
36,New York,St. Lawrence,other origin
36,New York,Steuben,other origin
36,New York,Suffolk,other origin
36,New York,Sullivan,other origin
36,New York,Tioga,Native American origin
36,New York,Tompkins,other origin
36,New York,Ulster,other origin
36,New York,Warren,other origin
36,New York,Washington,other origin
36,New York,Wayne,other origin
36,New York,Westchester,other origin
36,New York,Wyoming,Native American origin
36,New York,Yates,other origin
37,North Carolina,Alamance,Native American origin
37,North Carolina,Alexander,other origin
37,North Carolina,Alleghany,Native American origin
37,North Carolina,Anson,other origin
37,North Carolina,Ashe,other origin
37,North Carolina,Avery,other origin
37,North Carolina,Beaufort,other origin
37,North Carolina,Bertie,other origin
37,North Carolina,Bladen,other origin
37,North Carolina,Brunswick,other origin
37,North Carolina,Buncombe,other origin
37,North Carolina,Burke,other origin
37,North Carolina,Cabarrus,other origin
37,North Carolina,Caldwell,other origin
37,North Carolina,Camden,other origin
37,North Carolina,Carteret,other origin
37,North Carolina,Caswell,other origin
37,North Carolina,Catawba,Native American origin
37,North Carolina,Chatham,other origin
37,North Carolina,Cherokee,Native American origin
37,North Carolina,Chowan,Native American origin
37,North Carolina,Clay,other origin
37,North Carolina,Cleveland,other origin
37,North Carolina,Columbus,other origin
37,North Carolina,Craven,other origin
37,North Carolina,Cumberland,other origin
37,North Carolina,Currituck,Native American origin
37,North Carolina,Dare,other origin
37,North Carolina,Davidson,other origin
37,North Carolina,Davie,other origin
37,North Carolina,Duplin,other origin
37,North Carolina,Durham,other origin
37,North Carolina,Edgecombe,other origin
37,North Carolina,Forsyth,other origin
37,North Carolina,Franklin,other origin
37,North Carolina,Gaston,other origin
37,North Carolina,Gates,other origin
37,North Carolina,Graham,other origin
37,North Carolina,Granville,other origin
37,North Carolina,Greene,other origin
37,North Carolina,Guilford,other origin
37,North Carolina,Halifax,other origin
37,North Carolina,Harnett,other origin
37,North Carolina,Haywood,other origin
37,North Carolina,Henderson,other origin
37,North Carolina,Hertford,other origin
37,North Carolina,Hoke,other origin
37,North Carolina,Hyde,other origin
37,North Carolina,Iredell,other origin
37,North Carolina,Jackson,other origin
37,North Carolina,Johnston,other origin
37,North Carolina,Jones,other origin
37,North Carolina,Lee,other origin
37,North Carolina,Lenoir,other origin
37,North Carolina,Lincoln,other origin
37,North Carolina,Macon,other origin
37,North Carolina,Madison,other origin
37,North Carolina,Martin,other origin
37,North Carolina,McDowell,other origin
37,North Carolina,Mecklenburg,other origin
37,North Carolina,Mitchell,other origin
37,North Carolina,Montgomery,other origin
37,North Carolina,Moore,other origin
37,North Carolina,Nash,other origin
37,North Carolina,New Hanover,other origin
37,North Carolina,Northampton,other origin
37,North Carolina,Onslow,other origin
37,North Carolina,Orange,other origin
37,North Carolina,Pamlico,Native American origin
37,North Carolina,Pasquotank,Native American origin
37,North Carolina,Pender,other origin
37,North Carolina,Perquimans,Native American origin
37,North Carolina,Person,other origin
37,North Carolina,Pitt,other origin
37,North Carolina,Polk,other origin
37,North Carolina,Randolph,other origin
37,North Carolina,Richmond,other origin
37,North Carolina,Robeson,other origin
37,North Carolina,Rockingham,other origin
37,North Carolina,Rowan,other origin
37,North Carolina,Rutherford,other origin
37,North Carolina,Sampson,other origin
37,North Carolina,Scotland,other origin
37,North Carolina,Stanly,other origin
37,North Carolina,Stokes,other origin
37,North Carolina,Surry,other origin
37,North Carolina,Swain,other origin
37,North Carolina,Transylvania,other origin
37,North Carolina,Tyrrell,other origin
37,North Carolina,Union,other origin
37,North Carolina,Vance,other origin
37,North Carolina,Wake,other origin
37,North Carolina,Warren,other origin
37,North Carolina,Washington,other origin
37,North Carolina,Watauga,Native American origin
37,North Carolina,Wayne,other origin
37,North Carolina,Wilkes,other origin
37,North Carolina,Wilson,other origin
37,North Carolina,Yadkin,Native American origin
37,North Carolina,Yancey,other origin
38,North Dakota,Adams,other origin
38,North Dakota,Barnes,other origin
38,North Dakota,Benson,other origin
38,North Dakota,Billings,other origin
38,North Dakota,Bottineau,other origin
38,North Dakota,Bowman,other origin
38,North Dakota,Burke,other origin
38,North Dakota,Burleigh,other origin
38,North Dakota,Cass,other origin
38,North Dakota,Cavalier,other origin
38,North Dakota,Dickey,other origin
38,North Dakota,Divide,other origin
38,North Dakota,Dunn,other origin
38,North Dakota,Eddy,other origin
38,North Dakota,Emmons,other origin
38,North Dakota,Foster,other origin
38,North Dakota,Golden Valley,other origin
38,North Dakota,Grand Forks,other origin
38,North Dakota,Grant,other origin
38,North Dakota,Griggs,other origin
38,North Dakota,Hettinger,other origin
38,North Dakota,Kidder,other origin
38,North Dakota,LaMoure,other origin
38,North Dakota,Logan,other origin
38,North Dakota,McHenry,other origin
38,North Dakota,McIntosh,other origin
38,North Dakota,McKenzie,other origin
38,North Dakota,McLean,other origin
38,North Dakota,Mercer,other origin
38,North Dakota,Morton,other origin
38,North Dakota,Mountrail,other origin
38,North Dakota,Nelson,other origin
38,North Dakota,Oliver,other origin
38,North Dakota,Pembina,Native American origin
38,North Dakota,Pierce,other origin
38,North Dakota,Ramsey,other origin
38,North Dakota,Ransom,other origin
38,North Dakota,Renville,other origin
38,North Dakota,Richland,other origin
38,North Dakota,Rolette,other origin
38,North Dakota,Sargent,other origin
38,North Dakota,Sheridan,other origin
38,North Dakota,Sioux,Native American origin
38,North Dakota,Slope,other origin
38,North Dakota,Stark,other origin
38,North Dakota,Steele,other origin
38,North Dakota,Stutsman,other origin
38,North Dakota,Towner,other origin
38,North Dakota,Traill,other origin
38,North Dakota,Walsh,other origin
38,North Dakota,Ward,other origin
38,North Dakota,Wells,other origin
38,North Dakota,Williams,other origin
39,Ohio,Adams,other origin
39,Ohio,Allen,other origin
39,Ohio,Ashland,other origin
39,Ohio,Ashtabula,Native American origin
39,Ohio,Athens,other origin
39,Ohio,Auglaize,other origin
39,Ohio,Belmont,other origin
39,Ohio,Brown,other origin
39,Ohio,Butler,other origin
39,Ohio,Carroll,other origin
39,Ohio,Champaign,other origin
39,Ohio,Clark,other origin
39,Ohio,Clermont,other origin
39,Ohio,Clinton,other origin
39,Ohio,Columbiana,other origin
39,Ohio,Coshocton,Native American origin
39,Ohio,Crawford,other origin
39,Ohio,Cuyahoga,Native American origin
39,Ohio,Darke,other origin
39,Ohio,Defiance,other origin
39,Ohio,Delaware,other origin
39,Ohio,Erie,Native American origin
39,Ohio,Fairfield,other origin
39,Ohio,Fayette,other origin
39,Ohio,Franklin,other origin
39,Ohio,Fulton,other origin
39,Ohio,Gallia,other origin
39,Ohio,Geauga,Native American origin
39,Ohio,Greene,other origin
39,Ohio,Guernsey,other origin
39,Ohio,Hamilton,other origin
39,Ohio,Hancock,other origin
39,Ohio,Hardin,other origin
39,Ohio,Harrison,other origin
39,Ohio,Henry,other origin
39,Ohio,Highland,other origin
39,Ohio,Hocking,Native American origin
39,Ohio,Holmes,other origin
39,Ohio,Huron,other origin
39,Ohio,Jackson,other origin
39,Ohio,Jefferson,other origin
39,Ohio,Knox,other origin
39,Ohio,Lake,other origin
39,Ohio,Lawrence,other origin
39,Ohio,Licking,Native American origin
39,Ohio,Logan,other origin
39,Ohio,Lorain,other origin
39,Ohio,Lucas,other origin
39,Ohio,Madison,other origin
39,Ohio,Mahoning,Native American origin
39,Ohio,Marion,other origin
39,Ohio,Medina,other origin
39,Ohio,Meigs,other origin
39,Ohio,Mercer,other origin
39,Ohio,Miami,Native American origin
39,Ohio,Monroe,other origin
39,Ohio,Montgomery,other origin
39,Ohio,Morgan,other origin
39,Ohio,Morrow,other origin
39,Ohio,Muskingum,Native American origin
39,Ohio,Noble,other origin
39,Ohio,Ottawa,Native American origin
39,Ohio,Paulding,other origin
39,Ohio,Perry,other origin
39,Ohio,Pickaway,Native American origin
39,Ohio,Pike,other origin
39,Ohio,Portage,other origin
39,Ohio,Preble,other origin
39,Ohio,Putnam,other origin
39,Ohio,Richland,other origin
39,Ohio,Ross,other origin
39,Ohio,Sandusky,Native American origin
39,Ohio,Scioto,Native American origin
39,Ohio,Seneca,Native American origin
39,Ohio,Shelby,other origin
39,Ohio,Stark,other origin
39,Ohio,Summit,other origin
39,Ohio,Trumbull,other origin
39,Ohio,Tuscarawas,Native American origin
39,Ohio,Union,other origin
39,Ohio,Van Wert,other origin
39,Ohio,Vinton,other origin
39,Ohio,Warren,other origin
39,Ohio,Washington,other origin
39,Ohio,Wayne,other origin
39,Ohio,Williams,other origin
39,Ohio,Wood,other origin
39,Ohio,Wyandot,Native American origin
40,Oklahoma,Adair,other origin
40,Oklahoma,Alfalfa,other origin
40,Oklahoma,Atoka,Native American origin
40,Oklahoma,Beaver,other origin
40,Oklahoma,Beckham,other origin
40,Oklahoma,Blaine,other origin
40,Oklahoma,Bryan,other origin
40,Oklahoma,Caddo,Native American origin
40,Oklahoma,Canadian,Native American origin
40,Oklahoma,Carter,other origin
40,Oklahoma,Cherokee,other origin
40,Oklahoma,Choctaw,Native American origin
40,Oklahoma,Cimarron,other origin
40,Oklahoma,Cleveland,other origin
40,Oklahoma,Coal,other origin
40,Oklahoma,Comanche,Native American origin
40,Oklahoma,Cotton,other origin
40,Oklahoma,Craig,other origin
40,Oklahoma,Creek,other origin
40,Oklahoma,Custer,other origin
40,Oklahoma,Delaware,other origin
40,Oklahoma,Dewey,other origin
40,Oklahoma,Ellis,other origin
40,Oklahoma,Garfield,other origin
40,Oklahoma,Garvin,other origin
40,Oklahoma,Grady,other origin
40,Oklahoma,Grant,other origin
40,Oklahoma,Greer,other origin
40,Oklahoma,Harmon,other origin
40,Oklahoma,Harper,other origin
40,Oklahoma,Haskell,other origin
40,Oklahoma,Hughes,other origin
40,Oklahoma,Jackson,other origin
40,Oklahoma,Jefferson,other origin
40,Oklahoma,Johnston,other origin
40,Oklahoma,Kay,other origin
40,Oklahoma,Kingfisher,other origin
40,Oklahoma,Kiowa,Native American origin
40,Oklahoma,Latimer,other origin
40,Oklahoma,Le Flore,other origin
40,Oklahoma,Lincoln,other origin
40,Oklahoma,Logan,other origin
40,Oklahoma,Love,other origin
40,Oklahoma,Major,other origin
40,Oklahoma,Marshall,other origin
40,Oklahoma,Mayes,other origin
40,Oklahoma,McClain,other origin
40,Oklahoma,McCurtain,other origin
40,Oklahoma,McIntosh,other origin
40,Oklahoma,Murray,other origin
40,Oklahoma,Muskogee,Native American origin
40,Oklahoma,Noble,other origin
40,Oklahoma,Nowata,Native American origin
40,Oklahoma,Okfuskee,other origin
40,Oklahoma,Oklahoma,other origin
40,Oklahoma,Okmulgee,Native American origin
40,Oklahoma,Osage,Native American origin
40,Oklahoma,Ottawa,other origin
40,Oklahoma,Pawnee,Native American origin
40,Oklahoma,Payne,other origin
40,Oklahoma,Pittsburg,other origin
40,Oklahoma,Pontotoc,Native American origin
40,Oklahoma,Pottawatomie,Native American origin
40,Oklahoma,Pushmataha,Native American origin
40,Oklahoma,Roger Mills,other origin
40,Oklahoma,Rogers,other origin
40,Oklahoma,Seminole,Native American origin
40,Oklahoma,Sequoyah,Native American origin
40,Oklahoma,Stephens,other origin
40,Oklahoma,Texas,Native American origin
40,Oklahoma,Tillman,other origin
40,Oklahoma,Tulsa,Native American origin
40,Oklahoma,Wagoner,other origin
40,Oklahoma,Washington,other origin
40,Oklahoma,Washita,Native American origin
40,Oklahoma,Woods,other origin
40,Oklahoma,Woodward,other origin
41,Oregon,Baker,other origin
41,Oregon,Benton,other origin
41,Oregon,Clackamas,Native American origin
41,Oregon,Clatsop,Native American origin
41,Oregon,Columbia,other origin
41,Oregon,Coos,Native American origin
41,Oregon,Crook,other origin
41,Oregon,Curry,other origin
41,Oregon,Deschutes,other origin
41,Oregon,Douglas,other origin
41,Oregon,Gilliam,other origin
41,Oregon,Grant,other origin
41,Oregon,Harney,other origin
41,Oregon,Hood River,other origin
41,Oregon,Jackson,other origin
41,Oregon,Jefferson,other origin
41,Oregon,Josephine,other origin
41,Oregon,Klamath,Native American origin
41,Oregon,Lake,other origin
41,Oregon,Lane,other origin
41,Oregon,Lincoln,other origin
41,Oregon,Linn,other origin
41,Oregon,Malheur,other origin
41,Oregon,Marion,other origin
41,Oregon,Morrow,other origin
41,Oregon,Multnomah,Native American origin
41,Oregon,Polk,other origin
41,Oregon,Sherman,other origin
41,Oregon,Tillamook,Native American origin
41,Oregon,Umatilla,Native American origin
41,Oregon,Union,other origin
41,Oregon,Wallowa,Native American origin
41,Oregon,Wasco,Native American origin
41,Oregon,Washington,other origin
41,Oregon,Wheeler,other origin
41,Oregon,Yamhill,Native American origin
42,Pennsylvania,Adams,other origin
42,Pennsylvania,Allegheny,Native American origin
42,Pennsylvania,Armstrong,other origin
42,Pennsylvania,Beaver,other origin
42,Pennsylvania,Bedford,other origin
42,Pennsylvania,Berks,other origin
42,Pennsylvania,Blair,other origin
42,Pennsylvania,Bradford,other origin
42,Pennsylvania,Bucks,other origin
42,Pennsylvania,Butler,other origin
42,Pennsylvania,Cambria,other origin
42,Pennsylvania,Cameron,other origin
42,Pennsylvania,Carbon,other origin
42,Pennsylvania,Centre,other origin
42,Pennsylvania,Chester,other origin
42,Pennsylvania,Clarion,other origin
42,Pennsylvania,Clearfield,other origin
42,Pennsylvania,Clinton,other origin
42,Pennsylvania,Columbia,other origin
42,Pennsylvania,Crawford,other origin
42,Pennsylvania,Cumberland,other origin
42,Pennsylvania,Dauphin,other origin
42,Pennsylvania,Delaware,other origin
42,Pennsylvania,Elk,other origin
42,Pennsylvania,Erie,other origin
42,Pennsylvania,Fayette,other origin
42,Pennsylvania,Forest,other origin
42,Pennsylvania,Franklin,other origin
42,Pennsylvania,Fulton,other origin
42,Pennsylvania,Greene,other origin
42,Pennsylvania,Huntingdon,other origin
42,Pennsylvania,Indiana,other origin
42,Pennsylvania,Jefferson,other origin
42,Pennsylvania,Juniata,Native American origin
42,Pennsylvania,Lackawanna,Native American origin
42,Pennsylvania,Lancaster,other origin
42,Pennsylvania,Lawrence,other origin
42,Pennsylvania,Lebanon,other origin
42,Pennsylvania,Lehigh,Native American origin
42,Pennsylvania,Luzerne,other origin
42,Pennsylvania,Lycoming,Native American origin
42,Pennsylvania,McKean,other origin
42,Pennsylvania,Mercer,other origin
42,Pennsylvania,Mifflin,other origin
42,Pennsylvania,Monroe,other origin
42,Pennsylvania,Montgomery,other origin
42,Pennsylvania,Montour,other origin
42,Pennsylvania,Northampton,other origin
42,Pennsylvania,Northumberland,other origin
42,Pennsylvania,Perry,other origin
42,Pennsylvania,Philadelphia,other origin
42,Pennsylvania,Pike,other origin
42,Pennsylvania,Potter,other origin
42,Pennsylvania,Schuylkill,Native American origin
42,Pennsylvania,Snyder,other origin
42,Pennsylvania,Somerset,other origin
42,Pennsylvania,Sullivan,other origin
42,Pennsylvania,Susquehanna,Native American origin
42,Pennsylvania,Tioga,Native American origin
42,Pennsylvania,Union,other origin
42,Pennsylvania,Venango,Native American origin
42,Pennsylvania,Warren,other origin
42,Pennsylvania,Washington,other origin
42,Pennsylvania,Wayne,other origin
42,Pennsylvania,Westmoreland,other origin
42,Pennsylvania,Wyoming,Native American origin
42,Pennsylvania,York,other origin
44,Rhode Island,Bristol,other origin
44,Rhode Island,Kent,other origin
44,Rhode Island,Newport,other origin
44,Rhode Island,Providence,other origin
44,Rhode Island,Washington,other origin
45,South Carolina,Abbeville,other origin
45,South Carolina,Aiken,other origin
45,South Carolina,Allendale,other origin
45,South Carolina,Anderson,other origin
45,South Carolina,Bamberg,other origin
45,South Carolina,Barnwell,other origin
45,South Carolina,Beaufort,other origin
45,South Carolina,Berkeley,other origin
45,South Carolina,Calhoun,other origin
45,South Carolina,Charleston,other origin
45,South Carolina,Cherokee,Native American origin
45,South Carolina,Chester,other origin
45,South Carolina,Chesterfield,other origin
45,South Carolina,Clarendon,other origin
45,South Carolina,Colleton,other origin
45,South Carolina,Darlington,other origin
45,South Carolina,Dillon,other origin
45,South Carolina,Dorchester,other origin
45,South Carolina,Edgefield,other origin
45,South Carolina,Fairfield,other origin
45,South Carolina,Florence,other origin
45,South Carolina,Georgetown,other origin
45,South Carolina,Greenville,other origin
45,South Carolina,Greenwood,other origin
45,South Carolina,Hampton,other origin
45,South Carolina,Horry,other origin
45,South Carolina,Jasper,other origin
45,South Carolina,Kershaw,other origin
45,South Carolina,Lancaster,other origin
45,South Carolina,Laurens,other origin
45,South Carolina,Lee,other origin
45,South Carolina,Lexington,other origin
45,South Carolina,Marion,other origin
45,South Carolina,Marlboro,other origin
45,South Carolina,McCormick,other origin
45,South Carolina,Newberry,other origin
45,South Carolina,Oconee,Native American origin
45,South Carolina,Orangeburg,other origin
45,South Carolina,Pickens,other origin
45,South Carolina,Richland,other origin
45,South Carolina,Saluda,Native American origin
45,South Carolina,Spartanburg,other origin
45,South Carolina,Sumter,other origin
45,South Carolina,Union,other origin
45,South Carolina,Williamsburg,other origin
45,South Carolina,York,other origin
46,South Dakota,Aurora,other origin
46,South Dakota,Beadle,other origin
46,South Dakota,Bennett,other origin
46,South Dakota,Bon Homme,other origin
46,South Dakota,Brookings,other origin
46,South Dakota,Brown,other origin
46,South Dakota,Brule,other origin
46,South Dakota,Buffalo,other origin
46,South Dakota,Butte,other origin
46,South Dakota,Campbell,other origin
46,South Dakota,Charles Mix,other origin
46,South Dakota,Clark,other origin
46,South Dakota,Clay,other origin
46,South Dakota,Codington,other origin
46,South Dakota,Corson,other origin
46,South Dakota,Custer,other origin
46,South Dakota,Davison,other origin
46,South Dakota,Day,other origin
46,South Dakota,Deuel,other origin
46,South Dakota,Dewey,other origin
46,South Dakota,Douglas,other origin
46,South Dakota,Edmunds,other origin
46,South Dakota,Fall River,other origin
46,South Dakota,Faulk,other origin
46,South Dakota,Grant,other origin
46,South Dakota,Gregory,other origin
46,South Dakota,Haakon,other origin
46,South Dakota,Hamlin,other origin
46,South Dakota,Hand,other origin
46,South Dakota,Hanson,other origin
46,South Dakota,Harding,other origin
46,South Dakota,Hughes,other origin
46,South Dakota,Hutchinson,other origin
46,South Dakota,Hyde,other origin
46,South Dakota,Jackson,other origin
46,South Dakota,Jerauld,other origin
46,South Dakota,Jones,other origin
46,South Dakota,Kingsbury,other origin
46,South Dakota,Lake,other origin
46,South Dakota,Lawrence,other origin
46,South Dakota,Lincoln,other origin
46,South Dakota,Lyman,other origin
46,South Dakota,Marshall,other origin
46,South Dakota,McCook,other origin
46,South Dakota,McPherson,other origin
46,South Dakota,Meade,other origin
46,South Dakota,Mellette,other origin
46,South Dakota,Miner,other origin
46,South Dakota,Minnehaha,Native American origin
46,South Dakota,Moody,other origin
46,South Dakota,Oglala Lakota,Native American origin
46,South Dakota,Pennington,other origin
46,South Dakota,Perkins,other origin
46,South Dakota,Potter,other origin
46,South Dakota,Roberts,other origin
46,South Dakota,Sanborn,other origin
